name,cmc,color_identity,type_line,rarity,power,toughness,keywords,set_type,oracle_text_length,year_released,is_reprint,is_reserved,num_colors,is_creature,is_legendary,card_age_days,edhrec_rank
Barbed Battlegear,3.0,,Artifact — Equipment,uncommon,,,Equip,expansion,39,2010,False,False,0,False,False,4506,14511
Gladewalker Ritualist,3.0,G,Creature — Shapeshifter,uncommon,3,3,Changeling,expansion,156,2021,False,False,1,True,False,726,13044
Charging Bandits,5.0,B,Creature — Human Rogue,uncommon,3,3,,starter,67,1997,False,False,1,True,False,9407,24428
Lorehold Excavation,2.0,"R,W",Enchantment,uncommon,,,Mill,expansion,341,2021,False,False,2,False,False,649,11048
Balduvian Fallen,4.0,"B,R",Creature — Zombie,uncommon,3,5,Cumulative upkeep,expansion,294,2006,False,False,2,True,False,6039,24544
Aether Shockwave,4.0,W,Instant,uncommon,,,,expansion,63,2005,False,False,1,False,False,6452,11528
Hit // Run,8.0,"B,G,R",Instant // Instant,uncommon,,,,expansion,0,2006,False,False,3,False,False,6116,18586
Matopi Golem,5.0,,Artifact Creature — Golem,uncommon,3,3,,expansion,86,1997,False,False,0,True,False,9494,23596
Zhalfirin Decoy,2.0,W,Creature — Human Soldier,uncommon,1,3,,draft_innovation,113,2019,False,False,1,True,False,1328,22402
Idle Thoughts,4.0,U,Enchantment,uncommon,,,,expansion,46,2008,False,False,1,False,False,5304,20135
Frenzied Raider,2.0,R,Creature — Demon Berserker,uncommon,2,2,,expansion,78,2021,False,False,1,True,False,726,17807
Gaea's Balance,4.0,G,Sorcery,uncommon,,,,expansion,176,2001,False,False,1,False,False,7912,19071
Hermit Druid,2.0,G,Creature — Human Druid,uncommon,1,1,,masters,175,2015,True,False,1,True,False,2828,2775
Merfolk Windrobber,1.0,U,Creature — Merfolk Rogue,uncommon,1,1,"Flying,Mill",expansion,272,2020,False,False,1,True,False,859,3564
Tainted Sigil,3.0,"B,W",Artifact,uncommon,,,,expansion,128,2009,False,False,2,False,False,5025,7036
Nothic,5.0,B,Creature — Horror,uncommon,4,3,Weird Insight,draft_innovation,183,2022,False,False,1,True,False,236,15141
Blackbloom Rogue // Blackbloom Bog,3.0,B,Creature — Human Rogue // Land,uncommon,,,Menace,expansion,0,2020,False,False,1,True,False,859,4796
Markov Crusader,5.0,B,Creature — Vampire Knight,uncommon,4,3,Lifelink,expansion,74,2016,False,False,1,True,False,2385,17547
Angelic Exaltation,4.0,W,Enchantment,uncommon,,,,expansion,127,2019,False,False,1,False,False,1468,5884
Laquatus's Disdain,2.0,U,Instant,uncommon,,,,expansion,56,2002,False,False,1,False,False,7555,23558
Shrieking Affliction,1.0,B,Enchantment,uncommon,,,,expansion,108,2012,False,False,1,False,False,3771,7527
Warleader's Helix,4.0,"R,W",Instant,uncommon,,,,masters,67,2018,True,False,2,False,False,1517,9037
Deadeye Harpooner,3.0,W,Creature — Dwarf Warrior,uncommon,2,2,Revolt,expansion,170,2017,False,False,1,True,False,2203,14967
Peregrine Mask,1.0,,Artifact — Equipment,uncommon,,,Equip,expansion,67,2005,False,False,0,False,False,6326,16014
Keldon Megaliths,0.0,R,Land,uncommon,,,Hellbent,duel_deck,176,2014,True,False,1,False,False,2980,13766
Ixalan's Binding,4.0,W,Enchantment,uncommon,,,,expansion,216,2017,False,False,1,False,False,1951,14898
Skyward Eye Prophets,6.0,"G,U,W",Creature — Human Wizard,uncommon,3,3,Vigilance,commander,135,2017,True,False,3,True,False,2063,16084
Ordruun Veteran,4.0,"R,W",Creature — Minotaur Soldier,uncommon,3,1,Battalion,expansion,188,2013,False,False,2,True,False,3652,18633
Agent of Acquisitions,2.0,,Artifact Creature — Construct,uncommon,2,1,,draft_innovation,300,2014,False,False,0,True,False,3162,24353
Reflective Golem,3.0,,Artifact Creature — Golem,uncommon,2,3,,expansion,167,2021,False,False,0,True,False,649,13853
Trial // Error,4.0,"B,U,W",Instant // Instant,uncommon,,,,commander,0,2016,True,False,3,False,False,2273,18324
Instill Energy,1.0,G,Enchantment — Aura,uncommon,,,Enchant,masters,157,2011,True,False,1,False,False,4405,3248
Scrapper Champion,4.0,R,Creature — Human Artificer,uncommon,2,2,Double strike,expansion,259,2017,False,False,1,True,False,2203,17209
False Peace,1.0,W,Sorcery,uncommon,,,,starter,57,1999,True,False,1,False,False,8616,19558
Obliterating Bolt,2.0,R,Sorcery,uncommon,,,,expansion,140,2022,False,False,1,False,False,75,15297
Naya Battlemage,3.0,"G,R,W",Creature — Human Shaman,uncommon,2,2,,expansion,86,2008,False,False,3,True,False,5234,21960
Treacherous Vampire,5.0,B,Creature — Vampire,uncommon,4,4,"Flying,Threshold",expansion,267,2002,False,False,1,True,False,7555,24273
Warlord's Axe,3.0,,Artifact — Equipment,uncommon,,,Equip,core,110,2010,False,False,0,False,False,4583,21037
Mask of the Jadecrafter,2.0,G,Artifact,uncommon,,,Unearth,expansion,321,2022,False,False,1,False,False,75,17060
Earthshaker,6.0,R,Creature — Spirit,uncommon,4,5,,expansion,103,2004,False,False,1,True,False,6697,20005
Twisted Justice,6.0,"B,U",Sorcery,uncommon,,,,expansion,83,2005,False,False,2,False,False,6326,18807
Havoc Sower,4.0,B,Creature — Eldrazi Drone,uncommon,3,3,Devoid,expansion,115,2016,False,False,1,True,False,2567,21712
"Tibalt, Rakish Instigator",3.0,R,Legendary Planeswalker — Tibalt,uncommon,,,,expansion,138,2019,False,False,1,False,True,1370,4594
Acidic Slime,5.0,G,Creature — Ooze,uncommon,2,2,Deathtouch,commander,172,2022,True,False,1,True,False,348,364
River Hoopoe,2.0,"G,U",Creature — Bird,uncommon,1,3,Flying,masters,50,2022,True,False,2,True,False,208,12752
"Saheeli, Sublime Artificer",3.0,"R,U",Legendary Planeswalker — Saheeli,uncommon,,,,expansion,265,2019,False,False,2,False,True,1370,1273
Darba,4.0,G,Creature — Bird Beast,uncommon,5,4,,expansion,71,2000,False,False,1,True,False,8276,24398
Rejuvenation Chamber,3.0,,Artifact,uncommon,,,Fading,expansion,191,2000,False,False,0,False,False,8388,24051
Thran Foundry,1.0,,Artifact,uncommon,,,,expansion,89,1999,False,False,0,False,False,8640,14058
Hour of Need,3.0,U,Instant,uncommon,,,Strive,expansion,221,2014,False,False,1,False,False,3197,15945
Goblin Machinist,5.0,R,Creature — Goblin,uncommon,0,5,,expansion,231,2002,False,False,1,True,False,7422,21289
Quest for Renewal,2.0,G,Enchantment,uncommon,,,,expansion,239,2010,False,False,1,False,False,4744,2104
Noble Banneret,4.0,W,Creature — Human Knight,uncommon,3,3,,draft_innovation,292,2016,False,False,1,True,False,2350,24570
Scholar of the Ages,7.0,U,Creature — Human Wizard,uncommon,3,3,,draft_innovation,135,2020,True,False,1,True,False,803,5260
Goblin Traprunner,4.0,R,Creature — Goblin,uncommon,4,2,,draft_innovation,144,2021,False,False,1,True,False,593,5544
Desert Drake,4.0,R,Creature — Drake,uncommon,2,2,Flying,starter,6,1997,False,False,1,True,False,9407,24358
Goblin Scouts,5.0,R,Sorcery,uncommon,,,,expansion,141,1996,False,False,1,False,False,9612,16957
Hazoret's Monument,3.0,,Legendary Artifact,uncommon,,,,commander,135,2022,True,False,0,False,True,145,1373
Memorial to Unity,0.0,G,Land,uncommon,,,,expansion,289,2018,False,False,1,False,False,1741,6609
Circle of Protection: White,2.0,W,Enchantment,uncommon,,,,core,105,2003,True,False,1,False,False,7128,12308
"Oji, the Exquisite Blade",4.0,"U,W",Legendary Creature — Human Monk,uncommon,2,3,Scry,draft_innovation,234,2022,False,False,2,True,True,236,5574
Awakened Awareness,2.0,U,Enchantment — Aura,uncommon,,,Enchant,expansion,204,2022,False,False,1,False,False,348,15757
Skyline Predator,6.0,U,Creature — Drake,uncommon,3,4,"Flying,Flash",expansion,74,2012,False,False,1,True,False,3771,23336
Destiny Spinner,2.0,G,Enchantment Creature — Human,uncommon,2,3,,expansion,241,2020,False,False,1,True,False,1104,476
Goblin Berserker,4.0,R,Creature — Goblin Berserker,uncommon,2,2,"First strike,Haste",expansion,19,1999,False,False,1,True,False,8640,21394
Colossal Skyturtle,7.0,"G,U",Enchantment Creature — Turtle,uncommon,6,5,"Flying,Ward,Channel",expansion,205,2022,False,False,2,True,False,348,5297
Depose // Deploy,6.0,"U,W",Instant // Instant,uncommon,,,,expansion,0,2019,False,False,2,False,False,1468,11823
Swarmborn Giant,4.0,G,Creature — Giant,uncommon,6,6,Monstrosity,expansion,231,2014,False,False,1,True,False,3197,21829
Conclave Mentor,2.0,"G,W",Creature — Centaur Cleric,uncommon,2,2,,masters,198,2022,True,False,2,True,False,208,2124
Reckless Rage,1.0,R,Instant,uncommon,,,,expansion,110,2018,False,False,1,False,False,1839,6801
Sequestered Stash,0.0,,Land,uncommon,,,Mill,expansion,147,2016,False,False,0,False,False,2315,5425
Hearthfire Hobgoblin,3.0,"R,W",Creature — Goblin Soldier,uncommon,2,2,Double strike,masters,13,2015,True,False,2,True,False,2812,17413
Vivify,3.0,G,Instant,uncommon,,,,expansion,85,2001,False,False,1,False,False,7793,21124
Emergent Sequence,2.0,G,Sorcery,uncommon,,,,expansion,269,2021,False,False,1,False,False,649,6502
Sporesower Thallid,4.0,G,Creature — Fungus,uncommon,4,4,,masters,178,2021,True,False,1,True,False,684,6167
Mangara's Equity,3.0,W,Enchantment,uncommon,,,,expansion,298,1996,False,False,1,False,False,9612,23322
Steamclaw,2.0,,Artifact,uncommon,,,,expansion,107,2001,False,False,0,False,False,7793,24229
Nimbus Swimmer,2.0,"G,U",Creature — Leviathan,uncommon,0,0,Flying,duel_deck,73,2015,True,False,2,True,False,2896,7726
Loathsome Troll,5.0,G,Creature — Troll,uncommon,6,2,,expansion,224,2021,False,False,1,True,False,558,14311
Howling Banshee,4.0,B,Creature — Spirit,uncommon,3,3,Flying,duel_deck,77,2014,True,False,1,True,False,2980,17182
Sword of Hours,2.0,,Artifact — Equipment,uncommon,,,Equip,commander,325,2021,False,False,0,False,False,558,3247
Horizon Scholar,6.0,U,Creature — Sphinx,uncommon,4,4,"Scry,Flying",draft_innovation,196,2020,True,False,1,True,False,803,14553
Spider Spawning,5.0,"B,G",Sorcery,uncommon,,,Flashback,masters,194,2022,True,False,2,False,False,208,6111
Thunderscape Battlemage,3.0,"B,G,R",Creature — Human Wizard,uncommon,2,2,Kicker,duel_deck,341,2010,True,False,3,True,False,4702,21544
Phantatog,3.0,"U,W",Creature — Atog,uncommon,1,2,,expansion,121,2001,False,False,2,True,False,7793,14124
Elite Guardmage,4.0,"U,W",Creature — Human Wizard,uncommon,2,3,Flying,expansion,84,2019,False,False,2,True,False,1370,4738
Dauntless Onslaught,3.0,W,Instant,uncommon,,,,draft_innovation,60,2020,True,False,1,False,False,929,18925
Freelance Muscle,5.0,G,Creature — Rhino Warrior,uncommon,4,4,,expansion,159,2022,False,False,1,True,False,278,11668
Heralds of Tzeentch,5.0,U,Creature — Demon,uncommon,3,3,"Cascade,Flying",commander,247,2022,False,False,1,True,False,117,8863
Maelstrom Muse,4.0,"R,U",Creature — Djinn Wizard,uncommon,2,4,Flying,expansion,176,2021,False,False,2,True,False,649,12329
Enhanced Surveillance,2.0,U,Enchantment,uncommon,,,,expansion,133,2018,False,False,1,False,False,1580,9334
Goremand,6.0,B,Creature — Demon,uncommon,5,5,"Flying,Trample",core,245,2020,False,False,1,True,False,943,9080
Hellhole Rats,4.0,"B,R",Creature — Rat,uncommon,2,2,Haste,expansion,154,2006,False,False,2,True,False,6116,20399
Hate Weaver,2.0,B,Creature — Zombie Wizard,uncommon,2,1,,core,62,2007,True,False,1,True,False,5682,24121
Corrupted Resolve,2.0,U,Instant,uncommon,,,,expansion,51,2011,False,False,1,False,False,4282,9588
Skyfisher Spider,4.0,"B,G",Creature — Spider,uncommon,3,3,Reach,expansion,279,2022,False,False,2,True,False,75,10725
Animal Boneyard,3.0,W,Enchantment — Aura,uncommon,,,Enchant,expansion,120,2001,False,False,1,False,False,7793,14492
Cinder Cloud,5.0,R,Instant,uncommon,,,,expansion,146,1996,False,False,1,False,False,9612,20691
Druid Class,2.0,G,Enchantment — Class,uncommon,,,Landfall,expansion,427,2021,False,False,1,False,False,558,1114
Springjack Shepherd,4.0,W,Creature — Kithkin Wizard,uncommon,1,2,Chroma,expansion,168,2008,False,False,1,True,False,5304,12131
Disciple of Griselbrand,2.0,B,Creature — Human Cleric,uncommon,1,1,,commander,86,2013,True,False,1,True,False,3379,7293
Channeled Force,4.0,"R,U",Instant,uncommon,,,,expansion,164,2020,False,False,2,False,False,1013,7030
Daru Warchief,4.0,W,Creature — Human Soldier,uncommon,1,1,,expansion,87,2003,False,False,1,True,False,7191,6597
Eternal of Harsh Truths,3.0,U,Creature — Zombie Cleric,uncommon,1,3,Afflict,expansion,155,2017,False,False,1,True,False,2028,11549
Phyrexian Juggernaut,6.0,,Artifact Creature — Phyrexian Juggernaut,uncommon,5,5,Infect,duel_deck,175,2011,True,False,0,True,False,4281,7866
Soulcatcher,2.0,W,Creature — Bird Soldier,uncommon,1,1,Flying,masters,80,2016,True,False,1,True,False,2427,10194
Netherborn Phalanx,6.0,B,Creature — Horror,uncommon,2,4,Transmute,expansion,310,2005,False,False,1,True,False,6326,9851
Stormcrag Elemental,6.0,R,Creature — Elemental,uncommon,5,5,"Trample,Megamorph",expansion,168,2015,False,False,1,True,False,2868,23481
Stasis Snare,3.0,W,Enchantment,uncommon,,,Flash,expansion,246,2015,False,False,1,False,False,2679,7761
"Brinelin, the Moon Kraken",8.0,U,Legendary Creature — Kraken,uncommon,6,8,Partner,draft_innovation,233,2020,False,False,1,True,True,803,4027
Mercurial Geists,4.0,"R,U",Creature — Spirit,uncommon,1,3,Flying,expansion,100,2016,False,False,2,True,False,2385,17163
Rustspore Ram,4.0,,Artifact Creature — Sheep,uncommon,1,3,,expansion,68,2003,False,False,0,True,False,7062,22762
Plant Elemental,2.0,G,Creature — Plant Elemental,uncommon,3,4,,starter,88,1997,False,False,1,True,False,9407,23643
Commando Raid,3.0,R,Instant,uncommon,,,,expansion,194,2002,False,False,1,False,False,7422,20724
Puresight Merrow,2.0,"U,W",Creature — Merfolk Wizard,uncommon,2,2,,expansion,101,2008,False,False,2,True,False,5388,18967
Jasmine Seer,4.0,W,Creature — Human Wizard,uncommon,1,1,,expansion,108,1999,False,False,1,True,False,8640,23083
Winterthorn Blessing,2.0,"G,U",Sorcery,uncommon,,,Flashback,expansion,287,2021,False,False,2,False,False,495,14776
Tend the Pests,2.0,"B,G",Instant,uncommon,,,,expansion,206,2021,False,False,2,False,False,649,3526
Tear Asunder,2.0,"B,G",Instant,uncommon,,,Kicker,expansion,176,2022,False,False,2,False,False,145,3374
Tenacious Hunter,4.0,G,Creature — Crocodile,uncommon,4,4,,expansion,95,2017,False,False,1,True,False,2028,18322
Psychic Rebuttal,2.0,U,Instant,uncommon,,,Spell mastery,core,230,2015,False,False,1,False,False,2756,13416
Skittering Invasion,7.0,,Tribal Sorcery — Eldrazi,uncommon,,,,expansion,102,2010,False,False,0,False,False,4667,5985
Thorntooth Witch,6.0,B,Creature — Treefolk Shaman,uncommon,3,4,,expansion,93,2007,False,False,1,True,False,5591,13594
War-Name Aspirant,2.0,R,Creature — Human Warrior,uncommon,2,1,Raid,expansion,171,2014,False,False,1,True,False,3050,19141
Ghoulish Procession,2.0,B,Enchantment,uncommon,,,,expansion,229,2021,False,False,1,False,False,495,3795
Unbender Tine,4.0,"U,W",Artifact,uncommon,,,,archenemy,36,2010,True,False,2,False,False,4611,9224
Delay,2.0,U,Instant,uncommon,,,,masters,383,2021,True,False,1,False,False,684,741
Curse of Opulence,1.0,R,Enchantment — Aura Curse,uncommon,,,Enchant,draft_innovation,214,2022,True,False,1,False,False,236,798
Rooting Moloch,5.0,R,Creature — Lizard,uncommon,4,4,Cycling,expansion,213,2020,False,False,1,True,False,1013,8682
Stalking Yeti,4.0,R,Snow Creature — Yeti,uncommon,3,3,,expansion,343,2006,False,False,1,True,False,6039,21610
Nezumi Bone-Reader,2.0,B,Creature — Rat Shaman,uncommon,1,1,,expansion,85,2004,False,False,1,True,False,6697,9169
Storm Fleet Arsonist,5.0,R,Creature — Orc Pirate,uncommon,4,4,Raid,expansion,123,2017,False,False,1,True,False,1951,15057
Renegade Firebrand,3.0,R,Creature — Human Warrior,uncommon,3,2,,expansion,162,2016,False,False,1,True,False,2315,20233
Halam Djinn,6.0,R,Creature — Djinn,uncommon,6,5,Haste,expansion,117,2000,False,False,1,True,False,8157,24330
Dead Drop,10.0,B,Sorcery,uncommon,,,Delve,expansion,126,2014,False,False,1,False,False,3050,11704
Obsessive Astronomer,2.0,R,Creature — Human Wizard,uncommon,2,2,,expansion,194,2021,False,False,1,True,False,495,14773
Flame Elemental,4.0,R,Creature — Elemental,uncommon,3,2,,expansion,91,1996,False,False,1,True,False,9612,24164
Rootbreaker Wurm,7.0,G,Creature — Wurm,uncommon,6,6,Trample,masters,99,2015,True,False,1,True,False,2828,19850
"Alora, Merry Thief",3.0,U,Legendary Creature — Halfling Rogue,uncommon,3,2,,draft_innovation,235,2022,False,False,1,True,True,236,7901
Knight of Glory,2.0,W,Creature — Human Knight,uncommon,2,1,"Exalted,Protection",core,212,2012,False,False,1,True,False,3855,9431
Tar Pitcher,4.0,R,Creature — Goblin Shaman,uncommon,2,2,,duel_deck,66,2014,True,False,1,True,False,2980,17739
Axgard Armory,0.0,"R,W",Land,uncommon,,,,expansion,217,2021,False,False,2,False,False,726,2139
Nullmage Shepherd,4.0,G,Creature — Elf Shaman,uncommon,2,4,,commander,80,2021,True,False,1,True,False,726,2728
One Dozen Eyes,6.0,G,Sorcery,uncommon,,,Entwine,commander,164,2013,True,False,1,False,False,3379,14322
Stampeding Serow,4.0,G,Creature — Antelope Beast,uncommon,5,4,Trample,expansion,97,2005,False,False,1,True,False,6452,18250
Dauthi Warlord,2.0,B,Creature — Dauthi Soldier,uncommon,*,1,Shadow,masters,168,2015,True,False,1,True,False,2828,14077
Urborg Volcano,0.0,"B,R",Land,uncommon,,,,commander,66,2017,True,False,2,False,False,1986,7671
Thundering Sparkmage,4.0,R,Creature — Human Wizard,uncommon,2,2,,expansion,232,2020,False,False,1,True,False,859,17062
Duskwatch Recruiter // Krallenhorde Howler,2.0,G,Creature — Human Warrior Werewolf // Creature — Werewolf,uncommon,,,Transform,expansion,0,2016,False,False,1,True,False,2490,2948
Arcum's Sleigh,1.0,,Artifact,uncommon,,,,expansion,139,1995,False,False,0,False,False,10105,22181
Stormcloud Spirit,5.0,U,Creature — Spirit,uncommon,4,4,Flying,duel_deck,81,2018,False,False,1,True,False,1685,23891
Mystic Melting,4.0,G,Instant,uncommon,,,,expansion,95,2006,False,False,1,False,False,6039,19008
Psychic Overload,4.0,U,Enchantment — Aura,uncommon,,,Enchant,expansion,234,2004,False,False,1,False,False,6935,23236
Curse of Bounty,2.0,G,Enchantment — Aura Curse,uncommon,,,Enchant,commander,175,2017,False,False,1,False,False,1986,6416
Locust Miser,4.0,B,Creature — Rat Shaman,uncommon,2,2,,expansion,52,2005,False,False,1,True,False,6452,7142
Calciderm,4.0,W,Creature — Beast,uncommon,5,5,"Shroud,Vanishing",masters,252,2021,True,False,1,True,False,684,22907
Golden Demise,3.0,B,Sorcery,uncommon,,,Ascend,expansion,252,2018,False,False,1,False,False,1839,13414
Retreat to Coralhelm,3.0,U,Enchantment,uncommon,,,"Landfall,Scry",expansion,225,2015,False,False,1,False,False,2679,1407
Not of This World,7.0,,Tribal Instant — Eldrazi,uncommon,,,,expansion,197,2010,False,False,0,False,False,4667,3114
"Malcolm, Keen-Eyed Navigator",3.0,U,Legendary Creature — Siren Pirate,uncommon,2,2,"Flying,Partner",draft_innovation,281,2020,False,False,1,True,True,803,3093
"Kalain, Reclusive Painter",2.0,"B,R",Legendary Creature — Human Elf Bard,uncommon,1,2,,expansion,303,2021,False,False,2,True,True,558,2251
Allied Reinforcements,4.0,W,Sorcery,uncommon,,,,expansion,49,2016,False,False,1,False,False,2567,14654
Firmament Sage,4.0,U,Creature — Human Wizard,uncommon,2,3,,expansion,149,2021,False,False,1,True,False,495,14513
Dementia Sliver,5.0,"B,U",Creature — Sliver,uncommon,3,3,,expansion,192,2006,False,False,2,True,False,5962,18509
